timestep,TWN-Solar-2030_endo,TWN-OnshoreWind-2030_endo,TWN-OffshoreWind-2030_endo,TWN-Solar-2030_exo,TWN-OnshoreWind-2030_exo,TWN-OffshoreWind-2030_exo,TWN-Hydro-2030_exo,TWN-CoGen_coal-2030_exo,TWN-CoGen_biogas_waste-2030_exo,TWN-Solar-2024active_exo,TWN-OnshoreWind-2024active_exo,TWN-OffshoreWind-2024active_exo,TWN-Hydro-2024active_exo,TWN-CoGen_coal-2024active_exo,TWN-CoGen_biogas_waste-2024active_exo
13/06/2030 05:00,0.004,0.145,0.608,0.004,0.145,0.608,0.533,0.588,0.588,0.004,0.145,0.608,0.533,0.588,0.588
13/06/2030 06:00,0.067,0.128,0.671,0.067,0.128,0.671,0.515,0.575,0.575,0.067,0.128,0.671,0.515,0.575,0.575
13/06/2030 07:00,0.182,0.138,0.03,0.182,0.138,0.03,0.465,0.552,0.552,0.182,0.138,0.03,0.465,0.552,0.552
13/06/2030 08:00,0.313,0.212,0.731,0.313,0.212,0.731,0.474,0.531,0.531,0.313,0.212,0.731,0.474,0.531,0.531
13/06/2030 09:00,0.421,0.315,0.791,0.421,0.315,0.791,0.482,0.641,0.641,0.421,0.315,0.791,0.482,0.641,0.641
13/06/2030 10:00,0.491,0.357,0.746,0.491,0.357,0.746,0.537,0.638,0.638,0.491,0.357,0.746,0.537,0.638,0.638
13/06/2030 11:00,0.533,0.447,0.731,0.533,0.447,0.731,0.543,0.688,0.688,0.533,0.447,0.731,0.543,0.688,0.688
13/06/2030 12:00,0.543,0.458,0.734,0.543,0.458,0.734,0.565,0.68,0.68,0.543,0.458,0.734,0.565,0.68,0.68
13/06/2030 13:00,0.504,0.468,0.712,0.504,0.468,0.712,0.574,0.789,0.789,0.504,0.468,0.712,0.574,0.789,0.789
13/06/2030 14:00,0.444,0.421,0.661,0.444,0.421,0.661,0.567,0.782,0.782,0.444,0.421,0.661,0.567,0.782,0.782
13/06/2030 15:00,0.357,0.416,0.617,0.357,0.416,0.617,0.575,0.755,0.755,0.357,0.416,0.617,0.575,0.755,0.755
13/06/2030 16:00,0.225,0.369,0.604,0.225,0.369,0.604,0.607,0.776,0.776,0.225,0.369,0.604,0.607,0.776,0.776
13/06/2030 17:00,0.11,0.316,0.563,0.11,0.316,0.563,0.64,0.713,0.713,0.11,0.316,0.563,0.64,0.713,0.713
13/06/2030 18:00,0.031,0.28,0.554,0.031,0.28,0.554,0.661,0.711,0.711,0.031,0.28,0.554,0.661,0.711,0.711
13/06/2030 19:00,0.001,0.232,0.828,0.001,0.232,0.828,0.639,0.674,0.674,0.001,0.232,0.828,0.639,0.674,0.674
13/06/2030 20:00,0,0.204,0.554,0,0.204,0.554,0.612,0.672,0.672,0,0.204,0.554,0.612,0.672,0.672
13/06/2030 21:00,0,0.179,0.554,0,0.179,0.554,0.581,0.756,0.756,0,0.179,0.554,0.581,0.756,0.756
13/06/2030 22:00,0,0.195,0.62,0,0.195,0.62,0.559,0.672,0.672,0,0.195,0.62,0.559,0.672,0.672
13/06/2030 23:00,0,0.225,0.604,0,0.225,0.604,0.523,0.718,0.718,0,0.225,0.604,0.523,0.718,0.718
14/06/2030 00:00,0,0.232,0.642,0,0.232,0.642,0.573,0.875,0.875,0,0.232,0.642,0.573,0.875,0.875
14/06/2030 01:00,0,0.202,0.63,0,0.202,0.63,0.561,0.692,0.692,0,0.202,0.63,0.561,0.692,0.692
14/06/2030 02:00,0,0.211,0.645,0,0.211,0.645,0.554,0.657,0.657,0,0.211,0.645,0.554,0.657,0.657
14/06/2030 03:00,0,0.208,0.623,0,0.208,0.623,0.541,0.67,0.67,0,0.208,0.623,0.541,0.67,0.67
14/06/2030 04:00,0,0.188,0.626,0,0.188,0.626,0.547,0.68,0.68,0,0.188,0.626,0.547,0.68,0.68
14/06/2030 05:00,0.002,0.202,0.686,0.002,0.202,0.686,0.574,0.662,0.662,0.002,0.202,0.686,0.574,0.662,0.662
14/06/2030 06:00,0.046,0.185,0.639,0.046,0.185,0.639,0.558,0.641,0.641,0.046,0.185,0.639,0.558,0.641,0.641
14/06/2030 07:00,0.155,0.168,0.626,0.155,0.168,0.626,0.477,0.614,0.614,0.155,0.168,0.626,0.477,0.614,0.614
14/06/2030 08:00,0.287,0.215,0.652,0.287,0.215,0.652,0.523,0.636,0.636,0.287,0.215,0.652,0.523,0.636,0.636
14/06/2030 09:00,0.38,0.257,0.674,0.38,0.257,0.674,0.583,0.625,0.625,0.38,0.257,0.674,0.583,0.625,0.625
14/06/2030 10:00,0.455,0.29,0.746,0.455,0.29,0.746,0.578,0.666,0.666,0.455,0.29,0.746,0.578,0.666,0.666
14/06/2030 11:00,0.515,0.291,0.709,0.515,0.291,0.709,0.58,0.7,0.7,0.515,0.291,0.709,0.58,0.7,0.7
14/06/2030 12:00,0.536,0.388,0.753,0.536,0.388,0.753,0.541,0.75,0.75,0.536,0.388,0.753,0.541,0.75,0.75
14/06/2030 13:00,0.53,0.406,0.69,0.53,0.406,0.69,0.532,0.716,0.716,0.53,0.406,0.69,0.532,0.716,0.716
14/06/2030 14:00,0.414,0.482,0.718,0.414,0.482,0.718,0.546,0.795,0.795,0.414,0.482,0.718,0.546,0.795,0.795
14/06/2030 15:00,0.341,0.412,0.705,0.341,0.412,0.705,0.547,0.709,0.709,0.341,0.412,0.705,0.547,0.709,0.709
14/06/2030 16:00,0.285,0.326,0.639,0.285,0.326,0.639,0.593,0.74,0.74,0.285,0.326,0.639,0.593,0.74,0.74
14/06/2030 17:00,0.15,0.275,0.614,0.15,0.275,0.614,0.616,0.748,0.748,0.15,0.275,0.614,0.616,0.748,0.748
14/06/2030 18:00,0.037,0.235,0.57,0.037,0.235,0.57,0.653,0.724,0.724,0.037,0.235,0.57,0.653,0.724,0.724
14/06/2030 19:00,0.001,0.143,0.459,0.001,0.143,0.459,0.671,0.739,0.739,0.001,0.143,0.459,0.671,0.739,0.739
14/06/2030 20:00,0,0.093,0.358,0,0.093,0.358,0.658,0.753,0.753,0,0.093,0.358,0.658,0.753,0.753
14/06/2030 21:00,0,0.072,0.276,0,0.072,0.276,0.669,0.789,0.789,0,0.072,0.276,0.669,0.789,0.789
14/06/2030 22:00,0,0.065,0.232,0,0.065,0.232,0.679,0.714,0.714,0,0.065,0.232,0.679,0.714,0.714
14/06/2030 23:00,0,0.038,0.156,0,0.038,0.156,0.658,0.669,0.669,0,0.038,0.156,0.658,0.669,0.669
15/06/2030 00:00,0,0.035,0.062,0,0.035,0.062,0.629,0.7,0.7,0,0.035,0.062,0.629,0.7,0.7
15/06/2030 01:00,0,0.041,0.1,0,0.041,0.1,0.625,0.69,0.69,0,0.041,0.1,0.625,0.69,0.69
15/06/2030 02:00,0,0.059,0.141,0,0.059,0.141,0.612,0.674,0.674,0,0.059,0.141,0.612,0.674,0.674
15/06/2030 03:00,0,0.056,0.03,0,0.056,0.03,0.599,0.698,0.698,0,0.056,0.03,0.599,0.698,0.698
15/06/2030 04:00,0,0.056,0.163,0,0.056,0.163,0.595,0.682,0.682,0,0.056,0.163,0.595,0.682,0.682
15/06/2030 05:00,0.002,0.054,0.273,0.002,0.054,0.273,0.595,0.703,0.703,0.002,0.054,0.273,0.595,0.703,0.703
15/06/2030 06:00,0.033,0.048,0.343,0.033,0.048,0.343,0.583,0.705,0.705,0.033,0.048,0.343,0.583,0.705,0.705
15/06/2030 07:00,0.103,0.069,0.286,0.103,0.069,0.286,0.578,0.666,0.666,0.103,0.069,0.286,0.578,0.666,0.666
15/06/2030 08:00,0.173,0.063,0.223,0.173,0.063,0.223,0.573,0.659,0.659,0.173,0.063,0.223,0.573,0.659,0.659
15/06/2030 09:00,0.261,0.033,0.349,0.261,0.033,0.349,0.573,0.643,0.643,0.261,0.033,0.349,0.573,0.643,0.643
15/06/2030 10:00,0.303,0.034,0.387,0.303,0.034,0.387,0.575,0.742,0.742,0.303,0.034,0.387,0.575,0.742,0.742
15/06/2030 11:00,0.375,0.037,0.242,0.375,0.037,0.242,0.551,0.722,0.722,0.375,0.037,0.242,0.551,0.722,0.722
15/06/2030 12:00,0.466,0.082,0.276,0.466,0.082,0.276,0.597,0.792,0.792,0.466,0.082,0.276,0.597,0.792,0.792
15/06/2030 13:00,0.42,0.131,0.324,0.42,0.131,0.324,0.588,0.779,0.779,0.42,0.131,0.324,0.588,0.779,0.779
15/06/2030 14:00,0.367,0.187,0.302,0.367,0.187,0.302,0.585,0.849,0.849,0.367,0.187,0.302,0.585,0.849,0.849
15/06/2030 15:00,0.265,0.06,0.097,0.265,0.06,0.097,0.607,0.841,0.841,0.265,0.06,0.097,0.607,0.841,0.841
15/06/2030 16:00,0.152,0.056,0.078,0.152,0.056,0.078,0.602,0.727,0.727,0.152,0.056,0.078,0.602,0.727,0.727
15/06/2030 17:00,0.128,0.072,0.03,0.128,0.072,0.03,0.605,0.708,0.708,0.128,0.072,0.03,0.605,0.708,0.708
15/06/2030 18:00,0.035,0.025,0.03,0.035,0.025,0.03,0.639,0.667,0.667,0.035,0.025,0.03,0.639,0.667,0.667
15/06/2030 19:00,0,0.015,0.147,0,0.015,0.147,0.648,0.669,0.669,0,0.015,0.147,0.648,0.669,0.669
15/06/2030 20:00,0,0.01,0.254,0,0.01,0.254,0.651,0.706,0.706,0,0.01,0.254,0.651,0.706,0.706
15/06/2030 21:00,0,0.013,0.163,0,0.013,0.163,0.637,0.726,0.726,0,0.013,0.163,0.637,0.726,0.726
15/06/2030 22:00,0,0.036,0.138,0,0.036,0.138,0.609,0.692,0.692,0,0.036,0.138,0.609,0.692,0.692
15/06/2030 23:00,0,0.022,0.15,0,0.022,0.15,0.605,0.653,0.653,0,0.022,0.15,0.605,0.653,0.653
16/06/2030 00:00,0,0.021,0.163,0,0.021,0.163,0.599,0.638,0.638,0,0.021,0.163,0.599,0.638,0.638
16/06/2030 01:00,0,0.033,0.194,0,0.033,0.194,0.602,0.67,0.67,0,0.033,0.194,0.602,0.67,0.67
16/06/2030 02:00,0,0.032,0.15,0,0.032,0.15,0.628,0.67,0.67,0,0.032,0.15,0.628,0.67,0.67
16/06/2030 03:00,0,0.032,0.242,0,0.032,0.242,0.589,0.683,0.683,0,0.032,0.242,0.589,0.683,0.683
16/06/2030 04:00,0,0.035,0.232,0,0.035,0.232,0.579,0.692,0.692,0,0.035,0.232,0.579,0.692,0.692
16/06/2030 05:00,0.003,0.044,0.213,0.003,0.044,0.213,0.574,0.69,0.69,0.003,0.044,0.213,0.574,0.69,0.69
16/06/2030 06:00,0.057,0.042,0.238,0.057,0.042,0.238,0.544,0.675,0.675,0.057,0.042,0.238,0.544,0.675,0.675
16/06/2030 07:00,0.117,0.03,0.595,0.117,0.03,0.595,0.578,0.662,0.662,0.117,0.03,0.595,0.578,0.662,0.662
16/06/2030 08:00,0.21,0.122,0.324,0.21,0.122,0.324,0.565,0.602,0.602,0.21,0.122,0.324,0.565,0.602,0.602
16/06/2030 09:00,0.36,0.061,0.163,0.36,0.061,0.163,0.526,0.646,0.646,0.36,0.061,0.163,0.526,0.646,0.646
16/06/2030 10:00,0.463,0.022,0.037,0.463,0.022,0.037,0.518,0.735,0.735,0.463,0.022,0.037,0.518,0.735,0.735
16/06/2030 11:00,0.496,0.018,0.074,0.496,0.018,0.074,0.559,0.88,0.88,0.496,0.018,0.074,0.559,0.88,0.88
16/06/2030 12:00,0.479,0.028,0.153,0.479,0.028,0.153,0.582,0.693,0.693,0.479,0.028,0.153,0.582,0.693,0.693
16/06/2030 13:00,0.415,0.017,0.078,0.415,0.017,0.078,0.59,0.737,0.737,0.415,0.017,0.078,0.59,0.737,0.737
16/06/2030 14:00,0.382,0.013,0.071,0.382,0.013,0.071,0.575,0.745,0.745,0.382,0.013,0.071,0.575,0.745,0.745
16/06/2030 15:00,0.315,0.037,0.062,0.315,0.037,0.062,0.601,0.851,0.851,0.315,0.037,0.062,0.601,0.851,0.851
16/06/2030 16:00,0.21,0.052,0.131,0.21,0.052,0.131,0.641,0.791,0.791,0.21,0.052,0.131,0.641,0.791,0.791
16/06/2030 17:00,0.087,0.045,0.125,0.087,0.045,0.125,0.612,0.732,0.732,0.087,0.045,0.125,0.612,0.732,0.732
16/06/2030 18:00,0.035,0.019,0.1,0.035,0.019,0.1,0.621,0.641,0.641,0.035,0.019,0.1,0.621,0.641,0.641
16/06/2030 19:00,0.002,0.013,0.103,0.002,0.013,0.103,0.638,0.656,0.656,0.002,0.013,0.103,0.638,0.656,0.656
16/06/2030 20:00,0,0.014,0.071,0,0.014,0.071,0.664,0.729,0.729,0,0.014,0.071,0.664,0.729,0.729
16/06/2030 21:00,0,0.018,0.122,0,0.018,0.122,0.659,0.657,0.657,0,0.018,0.122,0.659,0.657,0.657
16/06/2030 22:00,0,0.008,0.169,0,0.008,0.169,0.587,0.657,0.657,0,0.008,0.169,0.587,0.657,0.657
16/06/2030 23:00,0,0.02,0.03,0,0.02,0.03,0.526,0.593,0.593,0,0.02,0.03,0.526,0.593,0.593
17/06/2030 00:00,0,0.026,0.201,0,0.026,0.201,0.465,0.654,0.654,0,0.026,0.201,0.465,0.654,0.654
17/06/2030 01:00,0,0.023,0.314,0,0.023,0.314,0.444,0.643,0.643,0,0.023,0.314,0.444,0.643,0.643
17/06/2030 02:00,0,0.026,0.191,0,0.026,0.191,0.454,0.633,0.633,0,0.026,0.191,0.454,0.633,0.633
17/06/2030 03:00,0,0.041,0.22,0,0.041,0.22,0.457,0.623,0.623,0,0.041,0.22,0.457,0.623,0.623
17/06/2030 04:00,0,0.031,0.213,0,0.031,0.213,0.488,0.628,0.628,0,0.031,0.213,0.488,0.628,0.628
17/06/2030 05:00,0.002,0.048,0.324,0.002,0.048,0.324,0.49,0.619,0.619,0.002,0.048,0.324,0.49,0.619,0.619
17/06/2030 06:00,0.061,0.075,0.39,0.061,0.075,0.39,0.488,0.614,0.614,0.061,0.075,0.39,0.488,0.614,0.614
17/06/2030 07:00,0.17,0.109,0.368,0.17,0.109,0.368,0.48,0.591,0.591,0.17,0.109,0.368,0.48,0.591,0.591
17/06/2030 08:00,0.278,0.118,0.355,0.278,0.118,0.355,0.468,0.625,0.625,0.278,0.118,0.355,0.468,0.625,0.625
17/06/2030 09:00,0.372,0.122,0.362,0.372,0.122,0.362,0.507,0.593,0.593,0.372,0.122,0.362,0.507,0.593,0.593
17/06/2030 10:00,0.466,0.152,0.485,0.466,0.152,0.485,0.552,0.688,0.688,0.466,0.152,0.485,0.552,0.688,0.688
17/06/2030 11:00,0.467,0.213,0.529,0.467,0.213,0.529,0.593,0.768,0.768,0.467,0.213,0.529,0.593,0.768,0.768
17/06/2030 12:00,0.427,0.204,0.51,0.427,0.204,0.51,0.584,0.758,0.758,0.427,0.204,0.51,0.584,0.758,0.758
17/06/2030 13:00,0.419,0.185,0.532,0.419,0.185,0.532,0.58,0.705,0.705,0.419,0.185,0.532,0.58,0.705,0.705
17/06/2030 14:00,0.429,0.202,0.466,0.429,0.202,0.466,0.591,0.761,0.761,0.429,0.202,0.466,0.591,0.761,0.761
17/06/2030 15:00,0.353,0.145,0.362,0.353,0.145,0.362,0.606,0.792,0.792,0.353,0.145,0.362,0.606,0.792,0.792
17/06/2030 16:00,0.229,0.088,0.314,0.229,0.088,0.314,0.613,0.654,0.654,0.229,0.088,0.314,0.613,0.654,0.654
17/06/2030 17:00,0.121,0.096,0.273,0.121,0.096,0.273,0.558,0.667,0.667,0.121,0.096,0.273,0.558,0.667,0.667
17/06/2030 18:00,0.036,0.068,0.254,0.036,0.068,0.254,0.553,0.677,0.677,0.036,0.068,0.254,0.553,0.677,0.677
17/06/2030 19:00,0.001,0.051,0.295,0.001,0.051,0.295,0.565,0.709,0.709,0.001,0.051,0.295,0.565,0.709,0.709
17/06/2030 20:00,0,0.047,0.276,0,0.047,0.276,0.562,0.669,0.669,0,0.047,0.276,0.562,0.669,0.669
17/06/2030 21:00,0,0.035,0.27,0,0.035,0.27,0.525,0.729,0.729,0,0.035,0.27,0.525,0.729,0.729
17/06/2030 22:00,0,0.028,0.21,0,0.028,0.21,0.481,0.641,0.641,0,0.028,0.21,0.481,0.641,0.641
17/06/2030 23:00,0,0.022,0.138,0,0.022,0.138,0.426,0.709,0.709,0,0.022,0.138,0.426,0.709,0.709
18/06/2030 00:00,0,0.023,0.09,0,0.023,0.09,0.413,0.654,0.654,0,0.023,0.09,0.413,0.654,0.654
18/06/2030 01:00,0,0.024,0.065,0,0.024,0.065,0.41,0.654,0.654,0,0.024,0.065,0.41,0.654,0.654
18/06/2030 02:00,0,0.021,0.03,0,0.021,0.03,0.369,0.68,0.68,0,0.021,0.03,0.369,0.68,0.68
18/06/2030 03:00,0,0.017,0.03,0,0.017,0.03,0.347,0.651,0.651,0,0.017,0.03,0.347,0.651,0.651
18/06/2030 04:00,0,0.025,0.03,0,0.025,0.03,0.335,0.601,0.601,0,0.025,0.03,0.335,0.601,0.601
18/06/2030 05:00,0.003,0.031,0.081,0.003,0.031,0.081,0.325,0.667,0.667,0.003,0.031,0.081,0.325,0.667,0.667
18/06/2030 06:00,0.063,0.048,0.119,0.063,0.048,0.119,0.344,0.63,0.63,0.063,0.048,0.119,0.344,0.63,0.63
18/06/2030 07:00,0.196,0.035,0.156,0.196,0.035,0.156,0.348,0.638,0.638,0.196,0.035,0.156,0.348,0.638,0.638
18/06/2030 08:00,0.335,0.056,0.232,0.335,0.056,0.232,0.322,0.646,0.646,0.335,0.056,0.232,0.322,0.646,0.646
18/06/2030 09:00,0.425,0.083,0.33,0.425,0.083,0.33,0.314,0.573,0.573,0.425,0.083,0.33,0.314,0.573,0.573
18/06/2030 10:00,0.461,0.115,0.235,0.461,0.115,0.235,0.301,0.662,0.662,0.461,0.115,0.235,0.301,0.662,0.662
18/06/2030 11:00,0.466,0.169,0.362,0.466,0.169,0.362,0.284,0.651,0.651,0.466,0.169,0.362,0.284,0.651,0.651
18/06/2030 12:00,0.547,0.197,0.459,0.547,0.197,0.459,0.274,0.628,0.628,0.547,0.197,0.459,0.274,0.628,0.628
18/06/2030 13:00,0.555,0.215,0.513,0.555,0.215,0.513,0.266,0.648,0.648,0.555,0.215,0.513,0.266,0.648,0.648
18/06/2030 14:00,0.526,0.243,0.557,0.526,0.243,0.557,0.273,0.654,0.654,0.526,0.243,0.557,0.273,0.654,0.654
18/06/2030 15:00,0.453,0.229,0.598,0.453,0.229,0.598,0.288,0.63,0.63,0.453,0.229,0.598,0.288,0.63,0.63
18/06/2030 16:00,0.293,0.2,0.585,0.293,0.2,0.585,0.299,0.62,0.62,0.293,0.2,0.585,0.299,0.62,0.62
18/06/2030 17:00,0.167,0.179,0.526,0.167,0.179,0.526,0.356,0.602,0.602,0.167,0.179,0.526,0.356,0.602,0.602
18/06/2030 18:00,0.039,0.145,0.447,0.039,0.145,0.447,0.454,0.623,0.623,0.039,0.145,0.447,0.454,0.623,0.623
18/06/2030 19:00,0.001,0.142,0.03,0.001,0.142,0.03,0.532,0.545,0.545,0.001,0.142,0.03,0.532,0.545,0.545
18/06/2030 20:00,0,0.113,0.365,0,0.113,0.365,0.48,0.594,0.594,0,0.113,0.365,0.48,0.594,0.594
18/06/2030 21:00,0,0.092,0.352,0,0.092,0.352,0.456,0.756,0.756,0,0.092,0.352,0.456,0.756,0.756
18/06/2030 22:00,0,0.095,0.276,0,0.095,0.276,0.457,0.698,0.698,0,0.095,0.276,0.457,0.698,0.698
18/06/2030 23:00,0,0.052,0.276,0,0.052,0.276,0.412,0.594,0.594,0,0.052,0.276,0.412,0.594,0.594
19/06/2030 00:00,0,0.048,0.197,0,0.048,0.197,0.324,0.625,0.625,0,0.048,0.197,0.324,0.625,0.625
19/06/2030 01:00,0,0.05,0.207,0,0.05,0.207,0.298,0.662,0.662,0,0.05,0.207,0.298,0.662,0.662
19/06/2030 02:00,0,0.052,0.286,0,0.052,0.286,0.328,0.62,0.62,0,0.052,0.286,0.328,0.62,0.62
19/06/2030 03:00,0,0.044,0.245,0,0.044,0.245,0.295,0.609,0.609,0,0.044,0.245,0.295,0.609,0.609
19/06/2030 04:00,0,0.036,0.166,0,0.036,0.166,0.248,0.633,0.633,0,0.036,0.166,0.248,0.633,0.633
19/06/2030 05:00,0.003,0.039,0.308,0.003,0.039,0.308,0.242,0.674,0.674,0.003,0.039,0.308,0.242,0.674,0.674
19/06/2030 06:00,0.059,0.039,0.264,0.059,0.039,0.264,0.232,0.648,0.648,0.059,0.039,0.264,0.232,0.648,0.648
19/06/2030 07:00,0.178,0.025,0.223,0.178,0.025,0.223,0.232,0.649,0.649,0.178,0.025,0.223,0.232,0.649,0.649
19/06/2030 08:00,0.321,0.031,0.147,0.321,0.031,0.147,0.239,0.576,0.576,0.321,0.031,0.147,0.239,0.576,0.576
19/06/2030 09:00,0.433,0.075,0.21,0.433,0.075,0.21,0.228,0.573,0.573,0.433,0.075,0.21,0.228,0.573,0.573
19/06/2030 10:00,0.517,0.116,0.292,0.517,0.116,0.292,0.219,0.606,0.606,0.517,0.116,0.292,0.219,0.606,0.606
19/06/2030 11:00,0.565,0.178,0.352,0.565,0.178,0.352,0.215,0.635,0.635,0.565,0.178,0.352,0.215,0.635,0.635
19/06/2030 12:00,0.561,0.172,0.475,0.561,0.172,0.475,0.238,0.644,0.644,0.561,0.172,0.475,0.238,0.644,0.644
19/06/2030 13:00,0.555,0.192,0.469,0.555,0.192,0.469,0.248,0.651,0.651,0.555,0.192,0.469,0.248,0.651,0.651
19/06/2030 14:00,0.51,0.208,0.503,0.51,0.208,0.503,0.238,0.646,0.646,0.51,0.208,0.503,0.238,0.646,0.646
19/06/2030 15:00,0.421,0.196,0.485,0.421,0.196,0.485,0.247,0.619,0.619,0.421,0.196,0.485,0.247,0.619,0.619
19/06/2030 16:00,0.292,0.192,0.519,0.292,0.192,0.519,0.29,0.648,0.648,0.292,0.192,0.519,0.29,0.648,0.648
19/06/2030 17:00,0.143,0.135,0.45,0.143,0.135,0.45,0.465,0.656,0.656,0.143,0.135,0.45,0.465,0.656,0.656
19/06/2030 18:00,0.049,0.103,0.355,0.049,0.103,0.355,0.563,0.679,0.679,0.049,0.103,0.355,0.563,0.679,0.679
19/06/2030 19:00,0.001,0.071,0.314,0.001,0.071,0.314,0.629,0.675,0.675,0.001,0.071,0.314,0.629,0.675,0.675
19/06/2030 20:00,0,0.077,0.232,0,0.077,0.232,0.621,0.669,0.669,0,0.077,0.232,0.621,0.669,0.669
19/06/2030 21:00,0,0.036,0.257,0,0.036,0.257,0.539,0.718,0.718,0,0.036,0.257,0.539,0.718,0.718
19/06/2030 22:00,0,0.047,0.349,0,0.047,0.349,0.371,0.657,0.657,0,0.047,0.349,0.371,0.657,0.657
19/06/2030 23:00,0,0.032,0.172,0,0.032,0.172,0.31,0.68,0.68,0,0.032,0.172,0.31,0.68,0.68
20/06/2030 00:00,0,0.033,0.147,0,0.033,0.147,0.267,0.677,0.677,0,0.033,0.147,0.267,0.677,0.677
20/06/2030 01:00,0,0.029,0.179,0,0.029,0.179,0.251,0.703,0.703,0,0.029,0.179,0.251,0.703,0.703
20/06/2030 02:00,0,0.034,0.112,0,0.034,0.112,0.254,0.714,0.714,0,0.034,0.112,0.254,0.714,0.714
20/06/2030 03:00,0,0.038,0.191,0,0.038,0.191,0.253,0.744,0.744,0,0.038,0.191,0.253,0.744,0.744
20/06/2030 04:00,0,0.039,0.273,0,0.039,0.273,0.252,0.808,0.808,0,0.039,0.273,0.252,0.808,0.808
20/06/2030 05:00,0.003,0.048,0.343,0.003,0.048,0.343,0.254,0.766,0.766,0.003,0.048,0.343,0.254,0.766,0.766
20/06/2030 06:00,0.06,0.05,0.308,0.06,0.05,0.308,0.258,0.756,0.756,0.06,0.05,0.308,0.258,0.756,0.756
20/06/2030 07:00,0.193,0.046,0.362,0.193,0.046,0.362,0.268,0.779,0.779,0.193,0.046,0.362,0.268,0.779,0.779
20/06/2030 08:00,0.324,0.095,0.387,0.324,0.095,0.387,0.315,0.732,0.732,0.324,0.095,0.387,0.315,0.732,0.732
20/06/2030 09:00,0.436,0.161,0.384,0.436,0.161,0.384,0.322,0.713,0.713,0.436,0.161,0.384,0.322,0.713,0.713
20/06/2030 10:00,0.514,0.21,0.693,0.514,0.21,0.693,0.335,0.789,0.789,0.514,0.21,0.693,0.335,0.789,0.789
20/06/2030 11:00,0.566,0.274,0.497,0.566,0.274,0.497,0.33,0.774,0.774,0.566,0.274,0.497,0.33,0.774,0.774
20/06/2030 12:00,0.58,0.278,0.529,0.58,0.278,0.529,0.332,0.724,0.724,0.58,0.278,0.529,0.332,0.724,0.724
20/06/2030 13:00,0.582,0.293,0.57,0.582,0.293,0.57,0.455,0.748,0.748,0.582,0.293,0.57,0.455,0.748,0.748
20/06/2030 14:00,0.546,0.284,0.573,0.546,0.284,0.573,0.532,0.823,0.823,0.546,0.284,0.573,0.532,0.823,0.823
20/06/2030 15:00,0.45,0.273,0.03,0.45,0.273,0.03,0.604,0.779,0.779,0.45,0.273,0.03,0.604,0.779,0.779
20/06/2030 16:00,0.32,0.253,0.611,0.32,0.253,0.611,0.618,0.786,0.786,0.32,0.253,0.611,0.618,0.786,0.786
20/06/2030 17:00,0.176,0.215,0.608,0.176,0.215,0.608,0.668,0.776,0.776,0.176,0.215,0.608,0.668,0.776,0.776
20/06/2030 18:00,0.04,0.175,0.589,0.04,0.175,0.589,0.75,0.734,0.734,0.04,0.175,0.589,0.75,0.734,0.734
20/06/2030 19:00,0.001,0.119,0.393,0.001,0.119,0.393,0.753,0.729,0.729,0.001,0.119,0.393,0.753,0.729,0.729
20/06/2030 20:00,0,0.097,0.374,0,0.097,0.374,0.714,0.726,0.726,0,0.097,0.374,0.714,0.726,0.726
20/06/2030 21:00,0,0.082,0.283,0,0.082,0.283,0.639,0.688,0.688,0,0.082,0.283,0.639,0.688,0.688
20/06/2030 22:00,0,0.056,0.27,0,0.056,0.27,0.441,0.612,0.612,0,0.056,0.27,0.441,0.612,0.612
20/06/2030 23:00,0,0.036,0.223,0,0.036,0.223,0.388,0.666,0.666,0,0.036,0.223,0.388,0.666,0.666
21/06/2030 00:00,0,0.032,0.081,0,0.032,0.081,0.353,0.653,0.653,0,0.032,0.081,0.353,0.653,0.653
21/06/2030 01:00,0,0.025,0.052,0,0.025,0.052,0.341,0.662,0.662,0,0.025,0.052,0.341,0.662,0.662
21/06/2030 02:00,0,0.028,0.078,0,0.028,0.078,0.319,0.688,0.688,0,0.028,0.078,0.319,0.688,0.688
21/06/2030 03:00,0,0.031,0.125,0,0.031,0.125,0.297,0.662,0.662,0,0.031,0.125,0.297,0.662,0.662
21/06/2030 04:00,0,0.048,0.138,0,0.048,0.138,0.276,0.674,0.674,0,0.048,0.138,0.276,0.674,0.674
21/06/2030 05:00,0.003,0.064,0.21,0.003,0.064,0.21,0.271,0.703,0.703,0.003,0.064,0.21,0.271,0.703,0.703
21/06/2030 06:00,0.059,0.041,0.248,0.059,0.041,0.248,0.275,0.705,0.705,0.059,0.041,0.248,0.275,0.705,0.705
21/06/2030 07:00,0.167,0.031,0.15,0.167,0.031,0.15,0.287,0.666,0.666,0.167,0.031,0.15,0.287,0.666,0.666
21/06/2030 08:00,0.285,0.042,0.115,0.285,0.042,0.115,0.323,0.67,0.67,0.285,0.042,0.115,0.323,0.67,0.67
21/06/2030 09:00,0.408,0.046,0.207,0.408,0.046,0.207,0.347,0.674,0.674,0.408,0.046,0.207,0.347,0.674,0.674
21/06/2030 10:00,0.466,0.054,0.213,0.466,0.054,0.213,0.375,0.703,0.703,0.466,0.054,0.213,0.375,0.703,0.703
21/06/2030 11:00,0.51,0.072,0.194,0.51,0.072,0.194,0.449,0.622,0.622,0.51,0.072,0.194,0.449,0.622,0.622
