,Bio-power-Bagasse-EA,Bio-power-Bagasse-NE,Bio-power-Bagasse-NO,Bio-power-Bagasse-SO,Bio-power-Bagasse-WE,Bio-power-Non-bagasse-EA,Bio-power-Non-bagasse-NE,Bio-power-Non-bagasse-NO,Bio-power-Non-bagasse-SO,Bio-power-Non-bagasse-WE,Bio-power-Waste-to-energy-EA,Bio-power-Waste-to-energy-NE,Bio-power-Waste-to-energy-NO,Bio-power-Waste-to-energy-SO,Bio-power-Waste-to-energy-WE,Bio-power-Waste-to-energy-off-grid-EA,Bio-power-Waste-to-energy-off-grid-NE,Bio-power-Waste-to-energy-off-grid-NO,Bio-power-Waste-to-energy-off-grid-SO,Bio-power-Waste-to-energy-off-grid-WE,Coal-EA,Coal-NE,Coal-NO,Coal-SO,Coal-WE,Hydro-EA,Hydro-NE,Hydro-NO,Hydro-SO,Hydro-WE,Nuclear-EA,Nuclear-NE,Nuclear-NO,Nuclear-SO,Nuclear-WE,Oil-Gas-EA,Oil-Gas-NE,Oil-Gas-NO,Oil-Gas-SO,Oil-Gas-WE,Small-Hydro-EA,Small-Hydro-NE,Small-Hydro-NO,Small-Hydro-SO,Small-Hydro-WE,Solar-GroundMounted-EA,Solar-GroundMounted-NE,Solar-GroundMounted-NO,Solar-GroundMounted-SO,Solar-GroundMounted-WE,Solar-Hybrid-solar-EA,Solar-Hybrid-solar-NO,Solar-Hybrid-solar-SO,Solar-Hybrid-solar-WE,Solar-Off-grid-EA,Solar-Off-grid-NE,Solar-Off-grid-NO,Solar-Off-grid-SO,Solar-Off-grid-WE,Solar-Roof-top-EA,Solar-Roof-top-NE,Solar-Roof-top-NO,Solar-Roof-top-SO,Solar-Roof-top-WE,Wind-EA,Wind-NE,Wind-NO,Wind-SO,Wind-WE
30,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.071,0.067,0.218,0.069,0.079,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.071,0.067,0.218,0.069,0.079,5e-05,0.002133333,0,0,0,5e-05,0,0,0,5e-05,0.002133333,0,0,0,5e-05,0.002133333,0,0,0,0.5,0.5,0.3412,0.26871999999999996,0.1707
31,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.071,0.067,0.218,0.069,0.079,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.071,0.067,0.218,0.069,0.079,0.0178,0.042066667,0.001085714,0.01348,0.004575,0.0178,0.001085714,0.01348,0.004575,0.0178,0.042066667,0.001085714,0.01348,0.004575,0.0178,0.042066667,0.001085714,0.01348,0.004575,0.5,0.5,0.3635,0.27144,0.18896666666666664
32,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.071,0.067,0.218,0.069,0.079,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.071,0.067,0.218,0.069,0.079,0.1197,0.25930000000000003,0.026271428571428574,0.14912,0.06125,0.1197,0.026271428571428574,0.14912,0.06125,0.1197,0.25930000000000003,0.026271428571428574,0.14912,0.06125,0.1197,0.25930000000000003,0.026271428571428574,0.14912,0.06125,0.5,0.5,0.3726,0.2394,0.21230000000000002
33,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.071,0.067,0.218,0.069,0.079,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.071,0.067,0.218,0.069,0.079,0.2737,0.4335,0.17042857142857143,0.3415,0.240825,0.2737,0.17042857142857143,0.3415,0.240825,0.2737,0.4335,0.17042857142857143,0.3415,0.240825,0.2737,0.4335,0.17042857142857143,0.3415,0.240825,0.5,0.5,0.345,0.20196,0.15096666666666667
34,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.071,0.067,0.218,0.069,0.079,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.071,0.067,0.218,0.069,0.079,0.42355,0.5674666666666667,0.3182571428571429,0.52776,0.4248,0.42355,0.3182571428571429,0.52776,0.4248,0.42355,0.5674666666666667,0.3182571428571429,0.52776,0.4248,0.42355,0.5674666666666667,0.3182571428571429,0.52776,0.4248,0.5,0.5,0.1279,0.16692,0.0604
35,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.071,0.067,0.218,0.069,0.079,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.071,0.067,0.218,0.069,0.079,0.52835,0.6392,0.44188571428571427,0.66322,0.5717,0.52835,0.44188571428571427,0.66322,0.5717,0.52835,0.6392,0.44188571428571427,0.66322,0.5717,0.52835,0.6392,0.44188571428571427,0.66322,0.5717,0.5,0.5,0.0378,0.0897,0.072666667
36,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.071,0.067,0.218,0.069,0.079,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.071,0.067,0.218,0.069,0.079,0.55505,0.6537000000000001,0.5207571428571428,0.73644,0.65525,0.55505,0.5207571428571428,0.73644,0.65525,0.55505,0.6537000000000001,0.5207571428571428,0.73644,0.65525,0.55505,0.6537000000000001,0.5207571428571428,0.73644,0.65525,0.5,0.5,0.0629,0.045,0.050733333
37,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.071,0.067,0.218,0.069,0.079,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.071,0.067,0.218,0.069,0.079,0.52075,0.6015666666666667,0.5466285714285715,0.7488400000000001,0.67715,0.52075,0.5466285714285715,0.7488400000000001,0.67715,0.52075,0.6015666666666667,0.5466285714285715,0.7488400000000001,0.67715,0.52075,0.6015666666666667,0.5466285714285715,0.7488400000000001,0.67715,0.5,0.5,0.0289,0.02604,0.037
38,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.071,0.067,0.218,0.069,0.079,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.071,0.067,0.218,0.069,0.079,0.4484,0.4866333333333333,0.5115857142857143,0.70556,0.6427,0.4484,0.5115857142857143,0.70556,0.6427,0.4484,0.4866333333333333,0.5115857142857143,0.70556,0.6427,0.4484,0.4866333333333333,0.5115857142857143,0.70556,0.6427,0.5,0.5,0.0117,0.026380000000000004,0.035466667
39,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.071,0.067,0.218,0.069,0.079,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.071,0.067,0.218,0.069,0.079,0.33899999999999997,0.3336333333333334,0.4148714285714286,0.60362,0.5446,0.33899999999999997,0.4148714285714286,0.60362,0.5446,0.33899999999999997,0.3336333333333334,0.4148714285714286,0.60362,0.5446,0.33899999999999997,0.3336333333333334,0.4148714285714286,0.60362,0.5446,0.5,0.5,0.006,0.0322,0.043266667
40,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.071,0.067,0.218,0.069,0.079,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.071,0.067,0.218,0.069,0.079,0.2022,0.16503333333333334,0.27071428571428574,0.44986,0.3947,0.2022,0.27071428571428574,0.44986,0.3947,0.2022,0.16503333333333334,0.27071428571428574,0.44986,0.3947,0.2022,0.16503333333333334,0.27071428571428574,0.44986,0.3947,0.5,0.5,0.0057,0.04548,0.0596
41,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.071,0.067,0.218,0.069,0.079,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.071,0.067,0.218,0.069,0.079,0.073,0.022166666666666668,0.11925714285714285,0.25964,0.21875,0.073,0.11925714285714285,0.25964,0.21875,0.073,0.022166666666666668,0.11925714285714285,0.25964,0.21875,0.073,0.022166666666666668,0.11925714285714285,0.25964,0.21875,0.5,0.5,0.0081,0.0744,0.0937
42,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.071,0.067,0.218,0.069,0.079,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.071,0.067,0.218,0.069,0.079,0.006675,0.0002,0.018271428571428574,0.08588,0.0665,0.006675,0.018271428571428574,0.08588,0.0665,0.006675,0.0002,0.018271428571428574,0.08588,0.0665,0.006675,0.0002,0.018271428571428574,0.08588,0.0665,0.5,0.5,0.0281,0.17458,0.1753
43,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.071,0.067,0.218,0.069,0.079,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.071,0.067,0.218,0.069,0.079,0,0,0.000357143,0.00448,0.003425,0,0.000357143,0.00448,0.003425,0,0,0.000357143,0.00448,0.003425,0,0,0.000357143,0.00448,0.003425,0.5,0.5,0.0863,0.29594,0.2894333333333334
44,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.071,0.067,0.218,0.069,0.079,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.071,0.067,0.218,0.069,0.079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.1706,0.33070000000000005,0.34443333333333337
45,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.071,0.067,0.218,0.069,0.079,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.071,0.067,0.218,0.069,0.079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.2537,0.32984,0.37876666666666664
46,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.071,0.067,0.218,0.069,0.079,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.071,0.067,0.218,0.069,0.079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.3354,0.31394,0.37683333333333335
47,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.071,0.067,0.218,0.069,0.079,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.071,0.067,0.218,0.069,0.079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.3867,0.28650000000000003,0.37293333333333334
48,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.071,0.067,0.218,0.069,0.079,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.071,0.067,0.218,0.069,0.079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.4091,0.24652,0.36896666666666667
49,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.071,0.067,0.218,0.069,0.079,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.071,0.067,0.218,0.069,0.079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.404,0.20884,0.36943333333333334
50,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.071,0.067,0.218,0.069,0.079,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.071,0.067,0.218,0.069,0.079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.412,0.18268,0.3846333333333334
51,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.071,0.067,0.218,0.069,0.079,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.071,0.067,0.218,0.069,0.079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.4368,0.17596,0.4272
52,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.071,0.067,0.218,0.069,0.079,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.071,0.067,0.218,0.069,0.079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.4137,0.18296,0.47153333333333336
53,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.071,0.067,0.218,0.069,0.079,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.071,0.067,0.218,0.069,0.079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.4065,0.20062000000000002,0.48796666666666666
54,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.071,0.067,0.218,0.069,0.079,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.071,0.067,0.218,0.069,0.079,5e-05,0.0022,0,0,0,5e-05,0,0,0,5e-05,0.0022,0,0,0,5e-05,0.0022,0,0,0,0.5,0.5,0.4175,0.23058,0.4893
55,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.071,0.067,0.218,0.069,0.079,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.071,0.067,0.218,0.069,0.079,0.01725,0.042566667,0.001257143,0.013739999999999999,0.00445,0.01725,0.001257143,0.013739999999999999,0.00445,0.01725,0.042566667,0.001257143,0.013739999999999999,0.00445,0.01725,0.042566667,0.001257143,0.013739999999999999,0.00445,0.5,0.5,0.433,0.24746,0.4860333333333333
56,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.071,0.067,0.218,0.069,0.079,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.071,0.067,0.218,0.069,0.079,0.113975,0.22946666666666668,0.028371428571428572,0.15066,0.05815,0.113975,0.028371428571428572,0.15066,0.05815,0.113975,0.22946666666666668,0.028371428571428572,0.15066,0.05815,0.113975,0.22946666666666668,0.028371428571428572,0.15066,0.05815,0.5,0.5,0.443,0.24894000000000002,0.47596666666666665
57,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.071,0.067,0.218,0.069,0.079,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.071,0.067,0.218,0.069,0.079,0.265075,0.39326666666666665,0.21725714285714284,0.34212,0.2312,0.265075,0.21725714285714284,0.34212,0.2312,0.265075,0.39326666666666665,0.21725714285714284,0.34212,0.2312,0.265075,0.39326666666666665,0.21725714285714284,0.34212,0.2312,0.5,0.5,0.3904,0.24774,0.35246666666666665
58,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.071,0.067,0.218,0.069,0.079,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.071,0.067,0.218,0.069,0.079,0.4165,0.5189,0.3822857142857143,0.52684,0.41559999999999997,0.4165,0.3822857142857143,0.52684,0.41559999999999997,0.4165,0.5189,0.3822857142857143,0.52684,0.41559999999999997,0.4165,0.5189,0.3822857142857143,0.52684,0.41559999999999997,0.5,0.5,0.1664,0.28258,0.31160000000000004
59,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.071,0.067,0.218,0.069,0.079,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.071,0.067,0.218,0.069,0.079,0.523725,0.5942,0.5109,0.66282,0.5658,0.523725,0.5109,0.66282,0.5658,0.523725,0.5942,0.5109,0.66282,0.5658,0.523725,0.5942,0.5109,0.66282,0.5658,0.5,0.5,0.0667,0.25284,0.3581666666666667
60,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.071,0.067,0.218,0.069,0.079,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.071,0.067,0.218,0.069,0.079,0.570075,0.6083,0.5834428571428572,0.74546,0.66235,0.570075,0.5834428571428572,0.74546,0.66235,0.570075,0.6083,0.5834428571428572,0.74546,0.66235,0.570075,0.6083,0.5834428571428572,0.74546,0.66235,0.5,0.5,0.0443,0.15632,0.18603333333333336
61,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.071,0.067,0.218,0.069,0.079,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.071,0.067,0.218,0.069,0.079,0.5538,0.5597333333333333,0.5850714285714285,0.7647,0.694625,0.5538,0.5850714285714285,0.7647,0.694625,0.5538,0.5597333333333333,0.5850714285714285,0.7647,0.694625,0.5538,0.5597333333333333,0.5850714285714285,0.7647,0.694625,0.5,0.5,0.0152,0.09398,0.10126666666666666
62,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.071,0.067,0.218,0.069,0.079,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.071,0.067,0.218,0.069,0.079,0.48025,0.46186666666666665,0.5048142857142858,0.7230000000000001,0.6602250000000001,0.48025,0.5048142857142858,0.7230000000000001,0.6602250000000001,0.48025,0.46186666666666665,0.5048142857142858,0.7230000000000001,0.6602250000000001,0.48025,0.46186666666666665,0.5048142857142858,0.7230000000000001,0.6602250000000001,0.5,0.5,0.0086,0.07442,0.073266667
63,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.071,0.067,0.218,0.069,0.079,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.071,0.067,0.218,0.069,0.079,0.356875,0.3151333333333333,0.3825571428571429,0.61618,0.568575,0.356875,0.3825571428571429,0.61618,0.568575,0.356875,0.3151333333333333,0.3825571428571429,0.61618,0.568575,0.356875,0.3151333333333333,0.3825571428571429,0.61618,0.568575,0.5,0.5,0.0057,0.07086,0.0623
64,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.071,0.067,0.218,0.069,0.079,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.071,0.067,0.218,0.069,0.079,0.20555,0.1504,0.24852857142857143,0.45824,0.424375,0.20555,0.24852857142857143,0.45824,0.424375,0.20555,0.1504,0.24852857142857143,0.45824,0.424375,0.20555,0.1504,0.24852857142857143,0.45824,0.424375,0.5,0.5,0.0017,0.0799,0.060533333333333335
65,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.071,0.067,0.218,0.069,0.079,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.071,0.067,0.218,0.069,0.079,0.074625,0.021466666666666665,0.11615714285714285,0.26884,0.242575,0.074625,0.11615714285714285,0.26884,0.242575,0.074625,0.021466666666666665,0.11615714285714285,0.26884,0.242575,0.074625,0.021466666666666665,0.11615714285714285,0.26884,0.242575,0.5,0.5,0.0005,0.10946,0.0633
66,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.071,0.067,0.218,0.069,0.079,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.071,0.067,0.218,0.069,0.079,0.00675,0.000166667,0.019814286,0.09138,0.0755,0.00675,0.019814286,0.09138,0.0755,0.00675,0.000166667,0.019814286,0.09138,0.0755,0.00675,0.000166667,0.019814286,0.09138,0.0755,0.5,0.5,0.0013,0.22134,0.083866667
67,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.071,0.067,0.218,0.069,0.079,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.071,0.067,0.218,0.069,0.079,0,0,0.000414286,0.00462,0.003725,0,0.000414286,0.00462,0.003725,0,0,0.000414286,0.00462,0.003725,0,0,0.000414286,0.00462,0.003725,0.5,0.5,0.0027,0.33311999999999997,0.14003333333333334
68,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.071,0.067,0.218,0.069,0.079,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.071,0.067,0.218,0.069,0.079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.0067,0.36332,0.17900000000000002
69,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.071,0.067,0.218,0.069,0.079,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.071,0.067,0.218,0.069,0.079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.0192,0.34136,0.20596666666666666
70,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.071,0.067,0.218,0.069,0.079,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.071,0.067,0.218,0.069,0.079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.0247,0.28334000000000004,0.2356
71,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.071,0.067,0.218,0.069,0.079,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.071,0.067,0.218,0.069,0.079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.0277,0.22313999999999998,0.2709333333333333
72,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.071,0.067,0.218,0.069,0.079,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.071,0.067,0.218,0.069,0.079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.0312,0.17532,0.31056666666666666
73,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.071,0.067,0.218,0.069,0.079,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.071,0.067,0.218,0.069,0.079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.0309,0.14445999999999998,0.35103333333333336
