,Bio-power-Bagasse-EA,Bio-power-Bagasse-NE,Bio-power-Bagasse-NO,Bio-power-Bagasse-SO,Bio-power-Bagasse-WE,Bio-power-Non-bagasse-EA,Bio-power-Non-bagasse-NE,Bio-power-Non-bagasse-NO,Bio-power-Non-bagasse-SO,Bio-power-Non-bagasse-WE,Bio-power-Waste-to-energy-EA,Bio-power-Waste-to-energy-NE,Bio-power-Waste-to-energy-NO,Bio-power-Waste-to-energy-SO,Bio-power-Waste-to-energy-WE,Bio-power-Waste-to-energy-off-grid-EA,Bio-power-Waste-to-energy-off-grid-NE,Bio-power-Waste-to-energy-off-grid-NO,Bio-power-Waste-to-energy-off-grid-SO,Bio-power-Waste-to-energy-off-grid-WE,Coal-EA,Coal-NE,Coal-NO,Coal-SO,Coal-WE,Hydro-EA,Hydro-NE,Hydro-NO,Hydro-SO,Hydro-WE,Nuclear-EA,Nuclear-NE,Nuclear-NO,Nuclear-SO,Nuclear-WE,Oil-Gas-EA,Oil-Gas-NE,Oil-Gas-NO,Oil-Gas-SO,Oil-Gas-WE,Small-Hydro-EA,Small-Hydro-NE,Small-Hydro-NO,Small-Hydro-SO,Small-Hydro-WE,Solar-GroundMounted-EA,Solar-GroundMounted-NE,Solar-GroundMounted-NO,Solar-GroundMounted-SO,Solar-GroundMounted-WE,Solar-Hybrid-solar-EA,Solar-Hybrid-solar-NO,Solar-Hybrid-solar-SO,Solar-Hybrid-solar-WE,Solar-Off-grid-EA,Solar-Off-grid-NE,Solar-Off-grid-NO,Solar-Off-grid-SO,Solar-Off-grid-WE,Solar-Roof-top-EA,Solar-Roof-top-NE,Solar-Roof-top-NO,Solar-Roof-top-SO,Solar-Roof-top-WE,Wind-EA,Wind-NE,Wind-NO,Wind-SO,Wind-WE
5649,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.674,0.674,0.674,0.674,0.674,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.674,0.674,0.674,0.674,0.674,0.300825,0.2941333333333333,0.28798571428571423,0.22006,0.26845,0.300825,0.28798571428571423,0.22006,0.26845,0.300825,0.2941333333333333,0.28798571428571423,0.22006,0.26845,0.300825,0.2941333333333333,0.28798571428571423,0.22006,0.26845,0.5,0.5,0.6151,0.29786,0.316
5650,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.674,0.674,0.674,0.674,0.674,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.674,0.674,0.674,0.674,0.674,0.403075,0.37956666666666666,0.42195714285714286,0.32556,0.411625,0.403075,0.42195714285714286,0.32556,0.411625,0.403075,0.37956666666666666,0.42195714285714286,0.32556,0.411625,0.403075,0.37956666666666666,0.42195714285714286,0.32556,0.411625,0.5,0.5,0.5388,0.3463,0.3173333333333333
5651,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.674,0.674,0.674,0.674,0.674,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.674,0.674,0.674,0.674,0.674,0.467975,0.44639999999999996,0.5295285714285715,0.40766,0.531075,0.467975,0.5295285714285715,0.40766,0.531075,0.467975,0.44639999999999996,0.5295285714285715,0.40766,0.531075,0.467975,0.44639999999999996,0.5295285714285715,0.40766,0.531075,0.5,0.5,0.4355,0.36042,0.3383333333333334
5652,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.674,0.674,0.674,0.674,0.674,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.674,0.674,0.674,0.674,0.674,0.484975,0.4916666666666667,0.5926,0.45316,0.603275,0.484975,0.5926,0.45316,0.603275,0.484975,0.4916666666666667,0.5926,0.45316,0.603275,0.484975,0.4916666666666667,0.5926,0.45316,0.603275,0.5,0.5,0.3642,0.39952000000000004,0.36746666666666666
5653,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.674,0.674,0.674,0.674,0.674,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.674,0.674,0.674,0.674,0.674,0.46115,0.4987333333333333,0.6036285714285715,0.45172,0.622075,0.46115,0.6036285714285715,0.45172,0.622075,0.46115,0.4987333333333333,0.6036285714285715,0.45172,0.622075,0.46115,0.4987333333333333,0.6036285714285715,0.45172,0.622075,0.5,0.5,0.3289,0.43388,0.39163333333333333
5654,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.674,0.674,0.674,0.674,0.674,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.674,0.674,0.674,0.674,0.674,0.398025,0.44626666666666664,0.5638857142857143,0.40225999999999995,0.59205,0.398025,0.5638857142857143,0.40225999999999995,0.59205,0.398025,0.44626666666666664,0.5638857142857143,0.40225999999999995,0.59205,0.398025,0.44626666666666664,0.5638857142857143,0.40225999999999995,0.59205,0.5,0.5,0.3189,0.45492,0.40906666666666663
5655,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.674,0.674,0.674,0.674,0.674,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.674,0.674,0.674,0.674,0.674,0.30565,0.34726666666666667,0.4833857142857143,0.31856,0.5089,0.30565,0.4833857142857143,0.31856,0.5089,0.30565,0.34726666666666667,0.4833857142857143,0.31856,0.5089,0.30565,0.34726666666666667,0.4833857142857143,0.31856,0.5089,0.5,0.5,0.3189,0.46597999999999995,0.42593333333333333
5656,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.674,0.674,0.674,0.674,0.674,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.674,0.674,0.674,0.674,0.674,0.2029,0.2291,0.3726285714285714,0.22374,0.387775,0.2029,0.3726285714285714,0.22374,0.387775,0.2029,0.2291,0.3726285714285714,0.22374,0.387775,0.2029,0.2291,0.3726285714285714,0.22374,0.387775,0.5,0.5,0.2857,0.47030000000000005,0.4315333333333333
5657,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.674,0.674,0.674,0.674,0.674,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.674,0.674,0.674,0.674,0.674,0.107475,0.10896666666666666,0.24217142857142857,0.13352,0.253925,0.107475,0.24217142857142857,0.13352,0.253925,0.107475,0.10896666666666666,0.24217142857142857,0.13352,0.253925,0.107475,0.10896666666666666,0.24217142857142857,0.13352,0.253925,0.5,0.5,0.2712,0.44128,0.40903333333333336
5658,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.674,0.674,0.674,0.674,0.674,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.674,0.674,0.674,0.674,0.674,0.035275,0.024366666666666665,0.11439999999999999,0.05628,0.1252,0.035275,0.11439999999999999,0.05628,0.1252,0.035275,0.024366666666666665,0.11439999999999999,0.05628,0.1252,0.035275,0.024366666666666665,0.11439999999999999,0.05628,0.1252,0.5,0.5,0.2734,0.3645,0.3388333333333333
5659,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.674,0.674,0.674,0.674,0.674,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.674,0.674,0.674,0.674,0.674,0.00405,0.000666667,0.025542857142857145,0.011120000000000001,0.03365,0.00405,0.025542857142857145,0.011120000000000001,0.03365,0.00405,0.000666667,0.025542857142857145,0.011120000000000001,0.03365,0.00405,0.000666667,0.025542857142857145,0.011120000000000001,0.03365,0.5,0.5,0.3004,0.30466000000000004,0.2309
5660,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.674,0.674,0.674,0.674,0.674,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.674,0.674,0.674,0.674,0.674,0,0,0.001442857,4e-05,0.002475,0,0.001442857,4e-05,0.002475,0,0,0.001442857,4e-05,0.002475,0,0,0.001442857,4e-05,0.002475,0.5,0.5,0.3677,0.3108,0.22016666666666665
5661,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.674,0.674,0.674,0.674,0.674,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.674,0.674,0.674,0.674,0.674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.4927,0.32092,0.22876666666666667
5662,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.674,0.674,0.674,0.674,0.674,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.674,0.674,0.674,0.674,0.674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5702,0.32534,0.2547333333333333
5663,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.674,0.674,0.674,0.674,0.674,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.674,0.674,0.674,0.674,0.674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.6243,0.33258,0.2751
5664,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.674,0.674,0.674,0.674,0.674,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.674,0.674,0.674,0.674,0.674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.6369,0.34372,0.29936666666666667
5665,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.674,0.674,0.674,0.674,0.674,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.674,0.674,0.674,0.674,0.674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.6208,0.36858,0.32173333333333337
5666,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.674,0.674,0.674,0.674,0.674,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.674,0.674,0.674,0.674,0.674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5756,0.41718,0.3352333333333333
5667,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.674,0.674,0.674,0.674,0.674,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.674,0.674,0.674,0.674,0.674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.4874,0.4434,0.3518333333333334
5668,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.674,0.674,0.674,0.674,0.674,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.674,0.674,0.674,0.674,0.674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.469,0.40809999999999996,0.3563
5669,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.674,0.674,0.674,0.674,0.674,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.674,0.674,0.674,0.674,0.674,2.5e-05,0.003,0,0,0,2.5e-05,0,0,0,2.5e-05,0.003,0,0,0,2.5e-05,0.003,0,0,0,0.5,0.5,0.4108,0.37882,0.3647666666666667
5670,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.674,0.674,0.674,0.674,0.674,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.674,0.674,0.674,0.674,0.674,0.013,0.037233333333333334,0.004857143,0.00142,0.00195,0.013,0.004857143,0.00142,0.00195,0.013,0.037233333333333334,0.004857143,0.00142,0.00195,0.013,0.037233333333333334,0.004857143,0.00142,0.00195,0.5,0.5,0.3548,0.37468,0.38256666666666667
5671,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.674,0.674,0.674,0.674,0.674,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.674,0.674,0.674,0.674,0.674,0.06755,0.1336,0.044785714,0.027000000000000003,0.029150000000000002,0.06755,0.044785714,0.027000000000000003,0.029150000000000002,0.06755,0.1336,0.044785714,0.027000000000000003,0.029150000000000002,0.06755,0.1336,0.044785714,0.027000000000000003,0.029150000000000002,0.5,0.5,0.2865,0.36364,0.38916666666666666
5672,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.674,0.674,0.674,0.674,0.674,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.674,0.674,0.674,0.674,0.674,0.16,0.2631,0.1541142857142857,0.09872,0.11074999999999999,0.16,0.1541142857142857,0.09872,0.11074999999999999,0.16,0.2631,0.1541142857142857,0.09872,0.11074999999999999,0.16,0.2631,0.1541142857142857,0.09872,0.11074999999999999,0.5,0.5,0.3083,0.33233999999999997,0.3596333333333333
5673,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.674,0.674,0.674,0.674,0.674,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.674,0.674,0.674,0.674,0.674,0.25815,0.3922666666666667,0.2920428571428571,0.20085999999999998,0.231825,0.25815,0.2920428571428571,0.20085999999999998,0.231825,0.25815,0.3922666666666667,0.2920428571428571,0.20085999999999998,0.231825,0.25815,0.3922666666666667,0.2920428571428571,0.20085999999999998,0.231825,0.5,0.5,0.3036,0.54568,0.5128333333333334
5674,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.674,0.674,0.674,0.674,0.674,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.674,0.674,0.674,0.674,0.674,0.35402500000000003,0.4976,0.42054285714285716,0.3077,0.3548,0.35402500000000003,0.42054285714285716,0.3077,0.3548,0.35402500000000003,0.4976,0.42054285714285716,0.3077,0.3548,0.35402500000000003,0.4976,0.42054285714285716,0.3077,0.3548,0.5,0.5,0.2023,0.6432399999999999,0.5406
5675,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.674,0.674,0.674,0.674,0.674,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.674,0.674,0.674,0.674,0.674,0.4261,0.5487000000000001,0.5181142857142856,0.39748,0.454125,0.4261,0.5181142857142856,0.39748,0.454125,0.4261,0.5487000000000001,0.5181142857142856,0.39748,0.454125,0.4261,0.5487000000000001,0.5181142857142856,0.39748,0.454125,0.5,0.5,0.1474,0.68164,0.5314
5676,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.674,0.674,0.674,0.674,0.674,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.674,0.674,0.674,0.674,0.674,0.449625,0.5297,0.5644,0.45797999999999994,0.5081249999999999,0.449625,0.5644,0.45797999999999994,0.5081249999999999,0.449625,0.5297,0.5644,0.45797999999999994,0.5081249999999999,0.449625,0.5297,0.5644,0.45797999999999994,0.5081249999999999,0.5,0.5,0.1339,0.71144,0.5254666666666666
5677,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.674,0.674,0.674,0.674,0.674,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.674,0.674,0.674,0.674,0.674,0.431,0.4665333333333333,0.5633428571428571,0.47918000000000005,0.51255,0.431,0.5633428571428571,0.47918000000000005,0.51255,0.431,0.4665333333333333,0.5633428571428571,0.47918000000000005,0.51255,0.431,0.4665333333333333,0.5633428571428571,0.47918000000000005,0.51255,0.5,0.5,0.1401,0.73914,0.5253
5678,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.674,0.674,0.674,0.674,0.674,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.674,0.674,0.674,0.674,0.674,0.377625,0.3820666666666666,0.5255714285714286,0.4513,0.471725,0.377625,0.5255714285714286,0.4513,0.471725,0.377625,0.3820666666666666,0.5255714285714286,0.4513,0.471725,0.377625,0.3820666666666666,0.5255714285714286,0.4513,0.471725,0.5,0.5,0.1531,0.74434,0.5242666666666667
5679,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.674,0.674,0.674,0.674,0.674,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.674,0.674,0.674,0.674,0.674,0.29622499999999996,0.27616666666666667,0.4484571428571429,0.38058000000000003,0.39392499999999997,0.29622499999999996,0.4484571428571429,0.38058000000000003,0.39392499999999997,0.29622499999999996,0.27616666666666667,0.4484571428571429,0.38058000000000003,0.39392499999999997,0.29622499999999996,0.27616666666666667,0.4484571428571429,0.38058000000000003,0.39392499999999997,0.5,0.5,0.1687,0.7262,0.5185666666666666
5680,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.674,0.674,0.674,0.674,0.674,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.674,0.674,0.674,0.674,0.674,0.20345,0.16766666666666666,0.3434285714285714,0.28281999999999996,0.296525,0.20345,0.3434285714285714,0.28281999999999996,0.296525,0.20345,0.16766666666666666,0.3434285714285714,0.28281999999999996,0.296525,0.20345,0.16766666666666666,0.3434285714285714,0.28281999999999996,0.296525,0.5,0.5,0.1604,0.70766,0.5109666666666667
5681,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.674,0.674,0.674,0.674,0.674,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.674,0.674,0.674,0.674,0.674,0.11182500000000001,0.077733333,0.2269142857142857,0.17398,0.19087500000000002,0.11182500000000001,0.2269142857142857,0.17398,0.19087500000000002,0.11182500000000001,0.077733333,0.2269142857142857,0.17398,0.19087500000000002,0.11182500000000001,0.077733333,0.2269142857142857,0.17398,0.19087500000000002,0.5,0.5,0.167,0.6543,0.4742
5682,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.674,0.674,0.674,0.674,0.674,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.674,0.674,0.674,0.674,0.674,0.036699999999999997,0.0185,0.11082857142857143,0.07476,0.092475,0.036699999999999997,0.11082857142857143,0.07476,0.092475,0.036699999999999997,0.0185,0.11082857142857143,0.07476,0.092475,0.036699999999999997,0.0185,0.11082857142857143,0.07476,0.092475,0.5,0.5,0.1855,0.51708,0.3756333333333333
5683,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.674,0.674,0.674,0.674,0.674,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.674,0.674,0.674,0.674,0.674,0.0038,0.0004,0.025242857142857143,0.01492,0.025300000000000003,0.0038,0.025242857142857143,0.01492,0.025300000000000003,0.0038,0.0004,0.025242857142857143,0.01492,0.025300000000000003,0.0038,0.0004,0.025242857142857143,0.01492,0.025300000000000003,0.5,0.5,0.2156,0.40998,0.28806666666666664
5684,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.674,0.674,0.674,0.674,0.674,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.674,0.674,0.674,0.674,0.674,0,0,0.001528571,4e-05,0.00185,0,0.001528571,4e-05,0.00185,0,0,0.001528571,4e-05,0.00185,0,0,0.001528571,4e-05,0.00185,0.5,0.5,0.2734,0.44101999999999997,0.25476666666666664
5685,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.674,0.674,0.674,0.674,0.674,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.674,0.674,0.674,0.674,0.674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.3822,0.46015999999999996,0.24019999999999997
5686,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.674,0.674,0.674,0.674,0.674,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.674,0.674,0.674,0.674,0.674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.4802,0.46631999999999996,0.22643333333333335
5687,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.674,0.674,0.674,0.674,0.674,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.674,0.674,0.674,0.674,0.674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5357,0.5057600000000001,0.23700000000000002
5688,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.674,0.674,0.674,0.674,0.674,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.674,0.674,0.674,0.674,0.674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5634,0.49232,0.2659
5689,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.674,0.674,0.674,0.674,0.674,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.674,0.674,0.674,0.674,0.674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5092,0.48898,0.29656666666666665
5690,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.674,0.674,0.674,0.674,0.674,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.674,0.674,0.674,0.674,0.674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.4156,0.5344599999999999,0.32166666666666666
5691,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,0.7,0.674,0.674,0.674,0.674,0.674,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.674,0.674,0.674,0.674,0.674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.2979,0.5543,0.3255
